"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Rural","Area_Suburban","Area_Urban","Contract_Month_To_Month","Contract_OneYear","Contract_TwoYear","Gender_Female","Gender_Male","Gender_Nonbinary","InternetService_DSL","InternetService_FiberOptic","InternetService_None"
"3218",3,20,27558.14,9.700117,10,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2.507107,144.9607,463.6732561,3,2,3,4,4,2,2,2,1,0,0,0,0,1,1,0,0,0,1,0
"3219",3,82,46381.14,7.601603,9,0,0,0,0,0,1,0,1,1,1,0,1,0,1,7.721518,174.9755,1065.856964,4,4,3,1,3,3,3,4,0,1,0,0,0,1,1,0,0,0,1,0
"3220",3,89,54862.38,6.890953,11,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2.886437,159.9349,486.381294,4,4,4,4,4,4,4,3,0,0,1,0,1,0,1,0,0,0,1,0
"3221",2,39,14638.15,15.31615,15,0,1,0,0,0,1,1,0,1,0,0,0,1,1,10.35845,169.9671,1349.872551,4,5,4,5,2,5,3,6,0,0,1,0,0,1,0,1,0,0,0,1
"3222",6,24,22467.91,11.76153,14,1,0,1,1,1,1,0,0,0,0,0,0,0,0,12.1891,79.97886,1346.569879,3,3,4,4,3,4,4,5,0,1,0,0,0,1,0,1,0,0,0,1
"3223",1,40,69433.42,4.386127,17,1,2,1,1,0,1,1,1,0,1,0,0,0,0,11.3031,160.0013,1217.604663,3,3,4,3,4,2,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"3224",0,58,23080.06,8.421514,10,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2.347884,187.4847,616.2094946,3,5,5,4,3,4,4,4,0,0,1,1,0,0,1,0,0,0,1,0
"3225",4,33,52137.85,10.12355,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,24.69325,92.45514,2693.549899,4,4,4,5,3,4,5,4,0,1,0,1,0,0,0,1,0,1,0,0
"3226",0,35,56315.69,9.020485,15,1,0,0,0,1,1,0,0,1,0,0,1,0,1,4.768185,139.9349,1138.754327,4,3,5,4,3,3,3,4,1,0,0,1,0,0,1,0,0,1,0,0
"3227",3,24,15091.63,6.649137,13,1,0,0,0,1,1,0,1,0,1,1,1,0,1,8.824037,144.9889,1670.183322,3,3,3,3,5,3,3,3,1,0,0,1,0,0,1,0,0,1,0,0
"3228",3,75,116628.8,7.425681,13,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1.921112,159.9875,397.1455126,5,4,5,4,4,3,4,5,1,0,0,0,1,0,0,1,0,0,1,0
"3229",3,73,8510.91,6.262471,11,0,0,0,1,0,1,1,0,0,1,0,0,1,0,11.72692,159.9942,1372.468821,4,3,4,4,4,4,4,4,0,1,0,0,1,0,0,1,0,0,0,1
"3230",3,75,51379.67,6.454722,10,0,0,0,0,0,1,1,0,0,0,0,1,1,1,12.04581,240.1149,1569.259659,4,3,3,3,3,5,5,4,1,0,0,1,0,0,0,1,0,0,1,0
"3231",8,68,31469.99,15.10522,12,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1.574932,149.9913,711.8546388,5,6,5,4,3,6,6,5,0,0,1,1,0,0,0,1,0,0,0,1
"3232",1,59,42452.02,14.39916,15,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1.76975,172.4441,483.0491679,4,3,3,4,3,4,3,3,0,1,0,0,1,0,0,1,0,0,1,0
"3233",1,86,23583.59,16.83197,11,3,0,0,0,0,1,1,1,0,1,0,0,1,0,9.517342,194.9882,1162.432794,5,4,4,3,2,5,5,3,0,1,0,0,0,1,0,1,0,0,1,0
"3234",1,27,43148.68,10.52558,9,0,0,1,0,1,1,0,0,0,0,1,0,0,1,2.611838,124.9643,320.1072613,5,5,4,1,4,5,4,3,0,0,1,0,0,1,1,0,0,0,1,0
"3235",1,67,7500.54,9.19204,10,1,1,0,0,1,1,1,0,0,1,0,0,0,1,3.27379,137.4836,891.754556,4,5,5,2,4,4,3,2,0,0,1,0,1,0,0,1,0,1,0,0
"3236",0,37,3717.97,10.12336,11,1,1,0,0,0,1,0,0,1,0,1,1,1,0,13.55138,222.6143,2117.66,2,2,2,4,3,4,5,4,0,0,1,0,0,1,1,0,0,1,0,0
"3237",0,57,1055.12,10.39479,12,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2.241794,124.9781,323.751566,4,5,3,4,3,2,5,4,0,1,0,1,0,0,0,1,0,0,1,0
"3238",8,36,18232.01,13.7442,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,15.46234,179.9476,1786.342426,2,1,2,5,5,3,2,3,1,0,0,0,1,0,1,0,0,0,1,0
"3239",3,77,36545.88,5.93514,12,3,0,0,0,0,1,0,1,1,0,0,0,0,1,6.974284,117.4686,1235.844622,3,3,3,4,3,3,3,4,0,1,0,0,0,1,0,1,0,1,0,0
"3240",0,40,50321.62,8.865855,14,2,0,1,0,1,1,0,1,0,1,0,0,1,1,12.67469,130.0064,1469.220521,2,3,3,2,3,3,4,2,0,0,1,0,0,1,0,1,0,0,0,1
"3241",1,77,32854.92,6.482152,11,1,0,0,0,0,0,0,0,0,0,0,1,1,1,12.65954,187.6094,1892.964163,2,2,2,4,2,3,3,2,1,0,0,0,1,0,0,1,0,1,0,0
"3242",0,34,20545,8.222102,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4.254025,220.1323,939.0291358,5,4,3,3,3,3,3,5,0,0,1,1,0,0,1,0,0,0,1,0
"3243",2,21,33029.84,12.60968,15,2,1,0,0,1,1,1,0,1,1,1,0,1,1,12.4341,207.4754,1999.64045,2,2,4,3,4,3,4,3,1,0,0,0,1,0,1,0,0,1,0,0
"3244",1,32,34552.94,11.25462,12,2,0,0,1,0,1,1,1,0,1,1,1,0,1,10.97775,165.0182,1417.312047,4,4,4,3,5,3,4,3,1,0,0,1,0,0,1,0,0,0,0,1
"3245",2,45,77615.02,9.242393,10,1,0,0,1,0,1,1,0,1,0,0,1,1,1,11.61194,230.1344,1648.220152,3,3,3,3,3,3,5,3,0,0,1,0,0,1,1,0,0,0,0,1
"3246",8,25,32005.71,9.736531,13,1,0,1,1,0,1,1,0,0,0,0,0,0,1,20.91805,124.9607,2523.250672,4,4,3,2,4,3,3,3,1,0,0,1,0,0,1,0,0,1,0,0
"3247",8,25,46766.41,8.671284,14,0,1,1,0,0,1,0,0,1,0,0,1,0,1,13.21297,159.9349,1743.325286,5,4,4,2,4,5,5,3,0,0,1,0,1,0,0,1,0,0,1,0
"3248",3,76,9225.43,9.492721,13,1,0,0,0,0,1,0,0,0,0,0,0,1,1,9.74066,147.4421,1042.786672,4,3,6,4,4,3,3,3,0,1,0,1,0,0,0,1,0,0,1,0
"3249",2,40,25303.83,12.56211,13,2,0,0,0,0,1,0,0,0,0,0,1,1,1,7.276075,207.6094,1143.400963,2,3,2,3,4,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0
"3250",4,87,50636.27,13.78311,13,0,2,0,1,0,1,1,0,1,0,1,1,0,0,2.605757,172.4733,624.0528147,3,2,2,3,3,2,3,3,0,1,0,1,0,0,0,1,0,0,0,1
"3251",2,21,133161.6,11.11437,12,0,0,0,0,1,0,1,0,0,0,0,0,1,1,8.542338,159.9476,1497.298277,4,3,4,4,5,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0
"3252",3,29,50156.65,13.2393,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10.13859,79.97886,1069.807995,3,3,3,3,5,2,3,3,0,1,0,1,0,0,0,1,0,0,0,1
"3253",8,38,25707.64,11.08933,11,0,0,0,1,0,1,1,0,0,0,0,0,1,0,8.512387,179.9476,1292.607065,4,3,4,3,5,3,3,2,0,1,0,1,0,0,0,1,0,0,1,0
"3254",0,41,50135.13,8.698426,13,2,1,0,0,1,0,0,0,0,0,0,1,1,1,8.747794,207.6094,1246.19633,3,3,2,4,3,3,4,4,0,1,0,0,1,0,0,1,0,0,1,0
"3255",2,76,7377.09,12.84627,9,3,0,0,0,0,0,1,0,0,1,0,0,1,0,13.69077,192.4705,1492.762296,4,3,2,4,3,3,4,5,0,0,1,1,0,0,0,1,0,0,1,0
"3256",1,69,32032.54,8.081871,12,1,0,0,1,1,1,1,1,0,0,1,0,0,0,4.208515,139.9875,956.1671721,4,4,5,3,3,4,3,5,1,0,0,0,0,1,0,1,0,1,0,0
"3257",0,37,23761.42,11.2072,9,1,0,0,1,1,1,1,0,1,0,1,1,0,1,18.34508,184.9496,2281.87219,5,4,3,2,3,4,3,3,1,0,0,0,0,1,0,0,1,1,0,0
"3258",4,47,57660.95,14.20931,18,0,0,0,1,0,1,0,0,0,0,0,1,0,1,8.873645,117.4392,1512.005651,3,4,4,4,3,4,4,2,0,1,0,1,0,0,0,1,0,1,0,0
"3259",2,86,12975.69,12.13152,11,1,0,1,1,0,1,0,0,1,1,0,0,0,1,5.188006,127.4738,1039.131091,4,4,3,4,2,4,2,4,1,0,0,0,1,0,0,1,0,1,0,0
"3260",0,80,24570.19,3.609651,13,1,0,1,1,0,1,1,0,0,0,1,1,0,0,10.76731,162.4538,1512.108737,3,2,3,2,5,3,3,5,0,1,0,0,0,1,0,1,0,1,0,0
"3261",2,25,13744.26,16.64511,17,2,0,0,0,0,1,1,1,0,0,0,1,0,1,6.360959,172.4624,1050.342085,2,4,2,4,4,3,2,4,0,0,1,1,0,0,0,1,0,0,1,0
"3262",8,47,75524.57,12.52841,12,0,1,0,1,0,1,1,0,0,0,0,0,1,0,18.98342,179.9476,2038.787429,2,3,3,4,4,3,3,3,1,0,0,1,0,0,1,0,0,0,1,0
"3263",0,33,22361.08,10.82392,10,4,0,0,0,1,1,0,0,0,0,1,1,1,1,14.07058,200.1185,2079.326294,5,5,5,3,4,4,3,3,1,0,0,0,1,0,1,0,0,1,0,0
"3264",4,75,16787.14,8.38306,11,0,0,0,1,0,1,1,0,1,0,1,0,0,0,5.833919,159.9656,1098.532284,4,5,4,3,4,3,4,4,0,1,0,1,0,0,1,0,0,1,0,0
"3265",1,55,38999.85,13.57109,15,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3.063806,104.9629,503.8825694,4,3,2,5,3,5,3,3,0,0,1,1,0,0,0,1,0,0,0,1
"3266",1,36,40437.45,9.928535,12,2,1,0,0,1,1,1,0,1,0,0,0,0,0,10.61246,167.4564,1190.056958,3,2,4,3,3,3,2,3,1,0,0,0,1,0,0,1,0,0,1,0
"3267",1,46,34489.63,3.445762,17,6,1,1,0,0,1,1,0,0,0,1,0,1,0,3.878332,172.4567,1006.71226,2,4,3,3,3,3,4,3,0,1,0,0,1,0,1,0,0,1,0,0
"3268",0,57,29448.24,7.829908,14,1,2,0,1,0,1,0,0,1,1,1,1,1,1,7.600934,235.1372,1696.720466,3,3,3,3,4,2,3,4,1,0,0,0,1,0,0,1,0,1,0,0
"3269",6,50,8148.12,8.530991,12,0,1,0,0,1,1,1,1,1,1,1,1,1,1,7.821554,270.1604,2022.556285,4,4,3,4,4,3,3,4,0,0,1,0,1,0,1,0,0,1,0,0
"3270",3,64,27647.13,9.164022,14,3,0,0,0,1,1,1,0,1,1,1,0,0,0,9.914638,160.0122,1192.115613,3,4,4,5,5,3,3,2,0,1,0,1,0,0,0,1,0,0,0,1
"3271",0,21,40598.75,7.277557,12,2,0,0,0,0,1,1,0,1,0,0,1,1,0,6.588658,242.6106,1667.235527,4,5,4,3,3,4,3,2,0,0,1,1,0,0,1,0,0,1,0,0
"3272",2,31,40690.6,3.942126,10,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1.556238,104.9923,498.4399198,4,2,3,4,3,3,4,4,0,0,1,1,0,0,0,1,0,0,0,1
"3273",7,26,40977.93,15.67211,12,0,0,0,0,0,1,1,0,1,0,0,1,1,0,7.820202,230.1344,1553.750811,2,4,3,1,3,3,4,3,0,1,0,1,0,0,1,0,0,0,0,1
"3274",1,27,8211.32,13.32082,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.292165,79.97886,371.8766911,4,4,4,3,3,3,4,4,0,1,0,0,0,1,0,1,0,0,0,1
"3275",1,77,20122.14,9.531917,16,1,0,0,0,0,1,1,0,1,0,0,1,1,0,4.527148,230.1344,932.0065474,1,1,4,3,3,2,4,2,0,0,1,0,1,0,1,0,0,0,0,1
"3276",3,73,21336.57,6.783472,9,0,3,0,0,0,1,0,1,1,0,0,0,1,1,11.5917,152.4555,1786.980349,2,3,3,3,4,2,3,2,0,1,0,0,1,0,0,1,0,1,0,0
"3277",0,77,11548.26,4.170516,9,1,1,0,0,0,0,0,0,1,0,1,0,1,0,11.89464,149.9707,1139.673714,4,3,3,4,2,3,2,4,0,0,1,0,0,1,1,0,0,0,0,1
"3278",0,77,32382.9,10.29131,15,1,1,0,0,1,1,1,0,0,1,0,0,1,0,14.0795,159.9942,1459.766208,3,3,2,4,1,4,4,3,0,1,0,0,0,1,0,1,0,0,0,1
"3279",4,63,2606.74,14.8463,9,0,1,1,1,0,1,1,1,0,1,0,1,0,0,3.422801,164.9853,1245.217129,3,3,4,5,3,3,4,3,0,1,0,0,1,0,0,1,0,1,0,0
"3280",4,35,9694.63,8.331754,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.264945,134.9509,857.5127538,5,5,3,3,3,5,5,4,1,0,0,0,0,1,0,1,0,0,1,0
"3281",0,55,29360.19,10.12439,12,2,0,0,0,0,1,0,1,0,1,1,1,0,1,14.58336,164.9889,1581.65754,4,3,3,2,3,5,3,5,0,1,0,1,0,0,0,1,0,0,1,0
"3282",0,41,44031.24,6.112396,11,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2.856149,94.97283,830.1003254,2,2,3,5,4,4,5,4,0,1,0,1,0,0,0,1,0,1,0,0
"3283",2,78,32498.09,15.59122,11,2,3,0,0,1,1,0,0,0,0,1,0,0,1,16.64412,124.9643,1333.45659,3,3,3,3,5,4,4,5,0,1,0,1,0,0,1,0,0,0,1,0
"3284",0,39,41918.85,9.95519,14,0,0,0,1,0,1,0,0,1,0,1,1,1,1,4.46492,242.6143,953.0836423,4,3,4,5,3,2,5,5,0,0,1,1,0,0,1,0,0,0,1,0
"3285",1,22,29749.39,11.91957,13,1,0,0,0,0,1,1,1,0,1,0,1,1,0,12.62182,255.1555,1802.889936,6,6,5,4,5,5,4,4,1,0,0,1,0,0,0,0,1,0,1,0
"3286",0,30,67585.42,9.767413,14,1,0,0,0,1,1,0,1,0,1,0,1,1,1,16.37611,222.65,2020.604314,6,6,5,4,3,5,4,4,0,1,0,0,1,0,1,0,0,0,1,0
"3287",4,32,52866.31,10.19732,12,0,0,1,1,1,1,1,1,1,1,0,1,1,1,4.581601,277.6513,1383.764044,2,3,3,3,4,1,2,3,0,0,1,1,0,0,0,1,0,0,1,0
"3288",0,74,82673.37,7.690174,14,0,1,0,1,1,1,0,1,0,0,0,0,1,1,12.14985,149.9598,1147.311353,3,4,3,3,4,4,4,3,0,0,1,0,1,0,1,0,0,0,1,0
"3289",2,29,38159.22,4.460194,10,2,1,0,0,0,1,0,1,1,1,0,1,1,1,11.739,225.1457,2212.982101,3,2,2,1,5,2,2,4,1,0,0,1,0,0,1,0,0,1,0,0
"3290",0,77,42693.35,4.443747,11,1,0,0,0,0,1,1,1,0,0,1,1,1,1,7.819376,235.1417,1617.064452,4,5,3,2,5,3,3,4,0,1,0,0,1,0,0,1,0,1,0,0
"3291",4,72,82818.2,8.884019,16,1,0,0,0,0,0,1,1,1,1,0,0,1,1,12.53901,217.484,1642.266752,2,2,3,2,4,3,3,4,0,0,1,1,0,0,0,1,0,0,1,0
"3292",0,32,21594.76,17.05296,12,2,0,0,0,1,0,1,1,0,1,0,1,0,1,7.766899,184.9853,1166.167844,4,4,4,5,3,3,3,4,1,0,0,1,0,0,0,1,0,0,1,0
"3293",5,37,10949.55,12.94718,13,0,1,0,0,0,1,1,0,1,0,0,0,0,1,4.219362,167.4564,786.0804243,4,4,3,3,4,4,4,4,0,0,1,0,1,0,0,1,0,0,1,0
"3294",4,24,64951.03,9.946647,12,2,1,0,1,1,1,1,0,1,0,0,0,0,1,18.75702,167.4564,1989.102456,3,2,4,2,4,3,4,3,1,0,0,1,0,0,0,1,0,0,1,0
"3295",1,31,36500.99,11.5963,11,2,0,0,0,0,1,0,0,0,1,0,0,0,1,9.875391,104.9781,1478.755528,4,3,3,4,5,4,2,5,1,0,0,1,0,0,0,1,0,1,0,0
"3296",1,70,68023.12,13.28373,14,0,0,1,0,0,1,1,0,1,1,1,0,0,1,10.48384,172.4885,1488.721642,2,3,2,3,4,1,2,4,0,0,1,1,0,0,1,0,0,1,0,0
"3297",1,67,13773.86,9.876501,10,1,0,0,0,0,1,0,1,0,0,1,0,1,0,18.84228,162.4689,1836.018288,3,3,3,4,2,3,3,4,0,1,0,1,0,0,0,1,0,0,1,0
"3298",2,58,20358.54,8.927855,11,2,1,0,0,0,1,0,1,1,0,1,1,0,0,7.895618,154.9618,1460.696574,3,4,2,3,5,3,3,3,0,1,0,0,1,0,1,0,0,1,0,0
"3299",1,71,39839.69,11.69477,15,0,1,0,0,0,1,0,0,1,0,1,0,1,0,15.37459,182.447,1475.269918,2,5,4,4,2,5,4,2,0,1,0,1,0,0,1,0,0,0,1,0
"3300",4,57,28008.97,10.64089,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.260977,114.9728,1012.08426,4,4,5,5,3,4,5,3,0,0,1,1,0,0,0,1,0,0,1,0
"3301",3,82,84637.15,13.78681,11,2,0,0,0,0,1,1,1,0,0,1,0,1,1,12.13697,194.9744,1288.655023,4,3,3,4,3,2,3,4,1,0,0,1,0,0,1,0,0,0,1,0
"3302",2,34,32331.8,8.532065,13,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2.246214,182.4608,632.4760401,4,5,4,3,5,3,2,3,0,1,0,1,0,0,1,0,0,0,1,0
"3303",0,56,21580.42,9.278282,16,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1.999262,242.6281,776.1387725,3,3,3,4,3,2,4,3,1,0,0,0,0,1,1,0,0,0,1,0
"3304",1,66,21810.7,10.05819,13,1,0,0,0,1,1,1,1,1,1,0,0,1,1,4.685087,217.484,843.7651173,4,3,4,3,3,4,4,3,1,0,0,0,1,0,1,0,0,0,1,0
"3305",1,85,18513.69,8.783005,10,0,0,0,1,0,1,1,1,0,1,1,0,1,1,15.75222,207.4974,1680.906796,5,4,4,4,2,6,3,4,0,1,0,1,0,0,0,1,0,0,1,0
"3306",2,53,32753.3,9.308357,10,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2.680333,124.9781,352.0824182,4,4,3,4,2,5,5,4,0,1,0,0,1,0,1,0,0,0,1,0
"3307",0,64,15037.18,13.1051,13,1,1,0,0,0,1,1,0,0,1,0,0,1,0,9.283599,172.4705,1440.630753,6,5,6,3,2,5,6,5,0,0,1,1,0,0,1,0,0,1,0,0
"3308",1,83,44241.07,13.18243,7,3,0,0,1,1,1,0,1,0,0,1,1,0,1,12.79286,132.466,1655.225461,3,3,3,5,2,4,6,5,0,0,1,1,0,0,1,0,0,1,0,0
"3309",0,35,64075.52,10.21228,8,0,2,0,1,0,1,1,1,0,1,1,1,0,1,12.2982,197.4945,1484.886328,4,4,4,4,2,4,2,3,0,1,0,1,0,0,1,0,0,0,1,0
"3310",1,44,49425.3,7.762996,16,2,1,0,0,0,1,0,0,1,0,1,0,1,1,5.971951,182.447,875.6471402,3,2,4,3,3,3,3,4,1,0,0,0,0,1,0,1,0,0,1,0
"3311",2,28,79152.4,10.08354,10,0,0,1,1,0,1,1,0,0,0,0,1,1,1,5.364231,240.1149,1145.096989,5,4,4,4,3,3,5,4,0,0,1,1,0,0,0,1,0,0,1,0
"3312",0,55,24164.69,11.71123,15,2,0,0,0,1,1,0,0,1,1,1,0,0,1,10.10287,159.983,990.4553964,4,4,4,3,4,4,4,4,1,0,0,1,0,0,1,0,0,0,1,0
"3313",0,28,951.96,5.896488,9,0,1,0,0,0,1,1,1,1,0,1,0,0,0,8.031947,182.4833,971.3001605,3,1,1,3,4,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0
"3314",10,46,4524.96,14.47576,13,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4.864814,112.4551,797.4420172,4,3,5,5,3,5,4,2,1,0,0,0,0,1,0,1,0,0,1,0
"3315",4,52,38163.25,10.98971,8,1,1,1,0,1,1,1,1,0,1,1,0,1,0,17.06338,175.0211,1988.890125,4,5,4,4,3,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1
"3316",0,48,48571.22,7.21113,19,1,0,0,0,1,1,0,0,1,1,0,1,1,1,6.723311,222.6281,1602.940552,5,5,4,3,3,6,5,3,0,1,0,1,0,0,1,0,0,1,0,0
"3317",5,26,67620.64,9.925225,14,2,0,0,1,0,1,0,0,0,0,1,0,0,1,9.712168,92.48802,1028.310241,2,3,2,5,3,3,3,1,0,0,1,0,1,0,1,0,0,0,0,1
"3318",0,52,41327.38,9.927361,14,0,0,1,1,0,1,1,0,1,1,0,0,0,1,4.731685,179.9794,627.8159819,3,3,2,4,3,5,3,2,1,0,0,1,0,0,1,0,0,0,1,0
"3319",1,55,73225.47,11.65736,13,1,0,1,1,1,0,1,1,1,0,1,1,1,1,9.986348,257.6375,1944.472438,1,2,2,4,3,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0
"3320",0,68,52810.57,9.877495,13,1,0,0,0,0,1,0,1,0,0,0,1,1,0,9.651306,190.127,1673.34866,4,4,5,4,3,4,3,3,1,0,0,1,0,0,1,0,0,1,0,0
"3321",1,44,12187.37,11.71311,10,0,2,0,1,1,1,0,1,0,1,1,0,0,0,1.726448,120.0049,847.9529065,5,4,4,2,3,4,4,4,1,0,0,0,0,1,0,1,0,1,0,0
"3322",10,40,42964.75,9.161002,15,0,0,1,0,1,1,1,0,0,0,1,0,0,0,11.51671,124.9935,1438.429891,3,3,5,4,2,4,4,4,1,0,0,1,0,0,0,1,0,0,0,1
"3323",3,87,53187.32,12.1183,12,0,1,0,1,0,1,1,0,1,0,1,0,0,1,17.88722,179.9656,1684.817133,4,3,4,2,4,4,4,3,1,0,0,0,0,1,0,1,0,0,1,0
"3324",4,56,66989.79,13.3593,13,0,1,0,0,0,1,1,0,1,0,0,1,1,0,13.85859,230.1344,1904.863682,3,3,2,3,3,3,2,4,0,1,0,1,0,0,0,1,0,0,0,1
"3325",2,58,46775.2,5.645543,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,23.59578,129.9915,2632.143148,1,1,1,3,5,1,2,4,1,0,0,1,0,0,1,0,0,1,0,0
"3326",0,45,14277.26,8.920833,12,2,0,0,1,0,1,0,1,0,0,1,0,0,1,10.277,107.482,1429.357527,3,2,3,4,3,3,4,4,0,0,1,1,0,0,0,1,0,1,0,0
"3327",0,51,24376.36,8.974674,14,1,0,0,1,0,0,1,0,0,1,0,1,1,1,13.89557,220.1615,1745.25049,4,3,5,5,3,4,3,4,0,0,1,1,0,0,1,0,0,0,0,1
"3328",0,83,19271.85,12.22514,15,0,0,1,1,1,1,1,0,0,0,0,0,0,1,5.792269,144.9607,433.9442354,7,6,6,4,3,4,4,5,1,0,0,1,0,0,1,0,0,0,1,0
"3329",2,24,22257.83,10.66071,18,3,0,0,1,0,1,0,0,1,0,1,1,0,0,11.89052,152.4441,1871.35466,5,4,4,4,1,4,5,5,1,0,0,1,0,0,0,1,0,1,0,0
"3330",0,44,19620.4,10.30722,9,1,0,0,1,1,1,0,0,0,0,0,1,1,1,6.971587,207.6094,1090.821866,3,4,3,4,2,4,3,4,0,1,0,0,0,1,0,1,0,0,1,0
"3331",1,47,14377.15,7.024602,9,1,1,1,1,0,1,1,0,1,0,0,0,1,0,17.30262,182.4433,2275.34376,3,3,2,3,4,3,3,4,0,0,1,0,0,1,0,1,0,1,0,0
"3332",3,76,7677.29,13.15317,13,2,0,0,1,0,1,0,0,0,0,0,1,1,1,17.1248,207.6094,1910.19173,3,4,4,3,2,4,4,2,1,0,0,1,0,0,0,1,0,0,1,0
"3333",0,22,14612.3,13.17154,12,1,0,0,1,0,1,0,1,1,1,0,0,1,1,5.73926,184.9785,1053.952202,5,4,3,4,4,2,4,4,0,0,1,1,0,0,0,1,0,0,1,0
"3334",1,55,7882.5,4.865293,16,1,0,0,1,0,1,1,0,0,1,0,0,1,0,5.506063,192.4705,860.1917234,4,4,5,3,5,3,3,2,0,0,1,0,0,1,0,1,0,0,1,0
"3335",0,55,37680.14,8.306336,14,2,0,0,1,0,1,1,1,0,0,1,1,0,1,10.89731,184.9715,1219.381518,5,4,5,4,3,4,3,5,0,0,1,1,0,0,1,0,0,0,1,0
"3336",4,43,61087.44,10.40439,9,1,1,0,1,1,1,1,1,0,1,0,1,0,1,9.312734,152.509,1332.850025,3,3,5,3,3,4,3,5,0,1,0,0,0,1,1,0,0,0,0,1
"3337",1,23,93748.65,12.10227,17,1,1,1,0,0,1,0,0,0,0,1,1,1,0,4.370713,220.1185,895.556806,2,3,3,3,4,4,3,3,0,1,0,1,0,0,0,0,1,0,1,0
"3338",0,22,73162.55,9.399999,10,0,0,0,1,0,1,0,1,0,1,0,0,0,1,6.033703,95.01949,824.4079658,4,4,4,4,3,5,4,3,1,0,0,1,0,0,0,1,0,0,0,1
"3339",2,77,94990.56,5.378491,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7.660409,92.48802,682.9150315,6,6,5,2,4,5,2,5,1,0,0,1,0,0,0,1,0,0,0,1
"3340",3,58,9245.84,8.308287,8,0,1,0,0,0,1,0,1,0,1,0,0,1,1,12.28997,130.0064,1388.750133,4,4,3,4,3,4,4,4,0,1,0,0,0,1,1,0,0,0,0,1
"3341",2,18,74084.32,8.536876,10,1,0,0,1,0,1,1,0,1,0,1,1,0,1,3.872474,204.9496,892.5015342,5,5,4,4,4,4,4,3,0,1,0,1,0,0,0,1,0,0,1,0
"3342",1,89,33652,13.51705,19,2,0,0,0,0,1,0,0,1,1,1,0,0,0,4.043292,139.983,826.7523349,4,4,3,3,4,4,2,3,0,1,0,0,1,0,1,0,0,1,0,0
"3343",0,47,17528.05,6.921287,15,1,2,0,1,0,1,0,0,1,0,0,0,1,0,3.309503,149.9378,1026.042379,1,2,1,4,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0
"3344",0,51,31036.82,6.530692,15,1,0,0,0,1,1,1,1,0,1,0,0,1,1,10.12764,194.9882,1214.121186,5,5,5,4,4,6,4,4,0,1,0,1,0,0,1,0,0,0,1,0
"3345",4,47,41971.12,9.254731,14,0,0,0,0,1,1,0,0,0,1,0,1,0,1,18.01409,149.9621,1885.551581,5,6,4,5,3,3,5,5,0,0,1,0,0,1,1,0,0,0,1,0
"3346",1,44,36514.93,11.7274,13,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1.90586,127.4958,362.550034,3,4,5,3,4,4,4,4,1,0,0,0,0,1,1,0,0,0,1,0
"3347",0,56,5406.51,9.621544,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7.329775,200.1185,1451.591007,1,2,2,5,3,4,2,4,0,0,1,1,0,0,1,0,0,1,0,0
"3348",2,44,36991.79,6.666431,6,1,0,1,0,0,1,1,0,1,1,0,0,0,1,13.17784,179.9794,1407.673878,4,4,5,4,3,3,4,4,0,0,1,0,0,1,1,0,0,0,1,0
