"","Children","Age","Income","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Port_modem","Tablet","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","Churn","MonthlyCharge","Bandwidth_GB_Year","Timely_Response","Timely_Fixes","Timely_Replacements","Reliability","Options","Respectful_Response","Courteous_Exchange","Active_Listening","Area_Suburban","Area_Urban","Contract_OneYear","Contract_TwoYear","Gender_Male","Gender_Nonbinary","InternetService_FiberOptic","InternetService_None"
"3714",8,37,40132.21,16.10566,15,2,0,0,1,0,1,1,0,1,1,1,0,1,0,0,194.9992,6335.816115,2,2,3,5,3,3,3,3,1,0,0,0,1,0,0,1
"3715",0,62,46279.7,15.00104,16,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,277.6375,4317.109974,4,4,4,2,3,3,4,4,0,0,0,1,0,0,1,0
"3716",3,32,28696.57,10.26758,15,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,144.9607,5811.49739,3,3,3,4,5,4,4,2,0,0,1,0,1,0,1,0
"3717",3,74,26034.88,7.782504,10,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,169.9378,4735.770641,3,2,5,3,3,4,3,5,0,0,0,0,0,0,1,0
"3718",3,53,24044.95,7.207527,12,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,159.9476,5042.24777,2,2,3,5,4,3,4,2,0,0,0,0,0,0,0,0
"3719",4,58,27934.32,8.781493,9,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,147.4783,4695.581772,4,4,3,3,4,3,3,3,0,1,0,0,0,0,1,0
"3720",3,40,50420.55,8.483329,11,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,152.4624,4828.2039,4,4,3,4,4,4,3,6,1,0,1,0,0,0,0,0
"3721",3,74,43767.23,11.09561,15,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,114.9509,5715.521871,4,4,3,5,4,4,3,3,0,0,0,1,0,0,0,0
"3722",3,56,151312.2,7.587497,8,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,139.983,6022.975358,5,4,3,2,3,5,4,4,1,0,0,0,1,0,0,0
"3723",1,40,25697.08,14.22619,11,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,169.9378,5050.910171,3,3,3,2,4,4,3,4,0,1,0,0,1,0,1,0
"3724",2,37,52076.3,10.05372,7,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,149.9447,5590.939054,5,5,4,4,4,4,5,7,1,0,0,1,0,0,0,0
"3725",2,71,26166.52,8.908092,9,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0,204.9797,5765.833852,4,4,3,4,4,3,2,4,1,0,0,0,0,0,1,0
"3726",3,25,24314,12.43375,10,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,184.9634,5431.249367,4,4,4,4,3,4,4,4,0,0,0,1,0,0,0,0
"3727",1,47,11043.16,5.371609,12,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,127.4738,3812.804172,3,3,2,4,3,3,3,2,0,1,0,0,0,0,0,0
"3728",0,28,15392.91,3.116499,7,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,222.6326,6626.798645,4,4,6,4,2,5,4,5,1,0,0,0,1,0,0,0
"3729",1,22,102059,4.921819,6,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,149.9928,6255.328337,3,3,2,3,4,3,3,5,1,0,1,0,1,0,0,0
"3730",3,57,26412.61,6.837113,13,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,172.4555,4683.297629,2,2,3,3,5,3,2,2,0,0,0,0,0,0,1,0
"3731",1,41,11825.53,10.03289,12,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,107.482,5915.392765,3,5,4,3,4,3,2,4,0,0,0,0,0,0,0,0
"3732",3,70,8288.76,10.9674,13,1,2,1,1,1,1,1,0,1,0,0,0,1,0,0,182.4433,6380.564424,4,4,3,3,3,4,4,6,0,1,0,0,0,0,0,0
"3733",3,70,21486.26,9.593769,11,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,142.4827,6407.974398,5,4,4,5,3,5,4,6,1,0,0,0,1,0,0,0
"3734",5,45,146518.2,3.948867,10,3,1,0,0,0,1,0,1,0,0,1,0,1,1,0,142.4689,4831.131738,3,4,3,4,4,3,2,4,0,0,0,0,0,0,0,0
"3735",1,64,45129.46,7.787097,10,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,169.9671,5319.532385,1,2,2,4,4,2,2,2,0,1,0,1,0,0,0,1
"3736",5,72,7128.29,8.729086,11,4,1,0,1,1,1,0,1,0,0,1,1,0,1,0,152.466,5276.705264,4,5,5,5,2,5,3,3,1,0,1,0,0,0,1,0
"3737",3,76,16955.06,8.741713,13,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,255.1555,4894.603978,6,5,6,2,4,4,5,4,1,0,1,0,0,0,1,0
"3738",2,57,54514.78,12.0364,11,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,119.9897,4783.923527,4,5,4,4,4,4,4,4,0,0,0,0,0,0,0,1
"3739",2,52,56361.66,9.002991,10,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,174.9744,5205.750156,3,3,3,3,3,2,3,3,1,0,1,0,0,0,0,0
"3740",2,66,13899.94,11.31545,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,92.45514,4747.190141,4,5,4,6,2,5,5,4,0,1,0,0,0,0,0,0
"3741",7,58,50217.64,4.706556,12,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,152.4624,5990.538991,3,4,4,5,3,4,3,2,0,0,0,1,1,0,0,0
"3742",2,85,32092.18,9.357409,18,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,172.4404,6092.399467,4,4,4,6,3,3,3,5,0,1,1,0,1,0,0,0
"3743",0,80,13502.99,9.762221,15,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,134.9509,3246.325481,1,1,2,4,4,2,3,3,0,1,0,1,0,0,1,0
"3744",0,40,43597.63,8.752186,13,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,149.9776,4780.976448,4,4,5,4,4,4,3,4,1,0,0,0,1,0,0,1
"3745",1,32,17922.3,19.71756,13,2,1,0,0,0,1,0,0,1,1,1,1,1,0,1,222.6609,4756.00161,3,4,4,3,4,3,3,3,1,0,0,0,0,0,0,1
"3746",0,30,25898.82,9.994627,17,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,222.6281,6246.585167,4,4,3,2,5,2,5,4,1,0,0,1,1,0,0,0
"3747",0,81,73761.25,6.47772,13,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,172.4705,5004.005579,3,3,3,3,4,3,4,4,1,0,0,1,0,0,0,0
"3748",2,57,18388.61,10.23482,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,164.967,4463.694644,1,1,2,4,3,5,1,3,0,1,0,0,1,0,0,0
"3749",0,47,35149.7,11.20722,11,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,117.4686,4732.791307,3,4,5,4,3,4,5,4,0,0,0,0,0,0,0,0
"3750",2,85,88186.92,13.66782,15,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,159.9512,4580.335893,3,5,5,3,4,4,2,5,0,1,1,0,1,0,1,0
"3751",0,70,50620.18,6.037186,14,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,152.466,4184.902878,4,4,4,5,2,4,4,6,0,0,0,0,1,0,1,0
"3752",0,65,92252.71,7.66188,5,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,192.4567,5330.00965,4,5,5,3,4,3,2,2,0,1,0,0,0,0,1,0
"3753",3,19,71096.34,11.16153,11,2,2,1,0,1,1,1,1,0,0,0,1,0,0,0,172.4624,5764.752948,5,5,3,3,3,4,3,4,0,0,0,0,1,0,1,0
"3754",7,63,98665.78,10.55549,9,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,137.4392,5964.347127,3,3,2,4,4,3,4,3,1,0,0,0,1,0,1,0
"3755",5,53,32677.84,14.39837,14,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,159.9656,5503.322362,3,3,2,3,4,3,3,3,1,0,1,0,0,0,0,0
"3756",0,58,4174.13,7.143661,15,1,2,0,0,0,1,0,0,0,1,1,1,0,1,0,142.4713,5811.165878,5,3,6,4,2,6,6,3,1,0,0,0,0,0,0,0
"3757",3,41,24818.42,13.11388,13,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,139.9568,4102.71703,4,4,4,3,3,5,4,3,0,1,1,0,0,0,1,0
"3758",1,21,70808.33,13.33913,5,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,102.4746,3971.685185,4,4,4,4,4,4,3,3,0,1,1,0,0,0,0,1
"3759",2,53,91696,7.889969,10,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,175.1331,6135.277354,3,3,4,3,4,4,4,3,0,1,0,1,1,0,0,1
"3760",1,23,29149.52,12.69531,12,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,194.9699,5026.107394,4,5,4,5,5,4,4,4,1,0,0,1,0,0,1,0
"3761",1,81,37418.19,5.607595,9,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,165.0182,5331.216027,6,5,6,3,3,5,4,4,0,0,1,0,0,0,0,1
"3762",0,83,152813.5,12.19182,13,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,117.4872,4899.758441,6,4,4,3,5,3,2,4,0,0,0,0,1,0,0,0
"3763",2,63,10621.15,9.190279,13,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,127.4586,4852.623608,5,5,4,3,5,3,4,2,0,0,0,0,0,0,0,1
"3764",0,63,8972.5,13.38781,13,3,0,0,1,0,1,0,1,0,0,0,1,0,1,0,107.4806,5099.866817,4,5,5,2,3,5,4,4,0,0,1,0,0,0,0,1
"3765",3,89,28391.83,20.62504,13,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,172.5034,5384.246623,4,4,4,2,3,2,4,2,1,0,1,0,0,0,0,1
"3766",3,51,25201.18,8.329768,10,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,200.1185,6747.936863,5,4,4,4,3,4,4,5,0,0,0,0,1,0,0,0
"3767",1,69,54342.87,14.34346,14,0,2,1,0,0,1,0,0,0,1,0,1,1,0,0,200.1323,5197.361049,2,2,4,3,4,2,2,3,0,0,1,0,0,0,0,0
"3768",2,84,53466.67,10.64577,10,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,227.4754,5905.250692,5,4,4,2,3,5,4,4,1,0,0,0,1,0,1,0
"3769",0,80,34188.58,11.43863,15,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,134.9801,5917.693418,4,4,4,4,5,4,5,5,0,0,0,0,0,0,0,1
"3770",5,56,63774.11,10.0948,7,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,187.6094,5530.883577,5,4,3,4,4,4,5,5,0,0,0,0,0,0,0,0
"3771",0,45,28847.47,11.28389,10,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,125.0073,4968.328024,4,4,5,3,3,4,4,4,0,1,0,0,1,0,0,1
"3772",3,85,33806.39,17.55118,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,149.9483,5398.347301,2,3,3,3,4,2,2,5,0,0,0,1,0,0,1,0
"3773",0,78,141362.6,9.366098,13,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,114.9838,5347.776998,2,3,3,5,4,3,3,3,0,0,0,1,0,0,0,1
"3774",6,27,49543.37,7.804234,10,2,2,1,0,0,1,1,1,1,1,1,0,0,1,0,175.0062,6559.360681,3,4,4,4,2,4,4,3,0,1,0,0,0,1,0,0
"3775",2,20,13371.2,2.245181,16,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,159.9656,5386.455531,3,2,2,5,4,2,3,3,0,1,0,0,0,0,0,0
"3776",4,75,45064.51,11.29978,13,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,92.5018,5762.454827,3,3,5,4,1,5,5,3,1,0,0,0,0,0,0,1
"3777",2,26,131834.1,12.36268,12,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,184.9715,5228.370243,4,3,4,3,5,3,5,3,1,0,0,0,1,0,1,0
"3778",1,89,19680.77,11.31582,7,1,2,0,0,1,1,1,0,0,1,0,0,0,1,0,137.4836,4108.848897,2,2,3,4,3,4,5,4,0,0,0,0,1,0,0,0
"3779",1,27,27758.51,8.999013,12,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,159.9794,6308.665694,4,5,3,3,4,2,5,3,0,0,0,1,0,0,0,0
"3780",3,82,9073.21,9.490555,14,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,207.4754,5663.575209,4,5,4,2,5,3,2,4,0,0,0,1,0,0,0,0
"3781",2,71,8192.25,10.78865,14,2,0,1,0,0,1,0,0,0,1,1,0,1,0,0,172.4742,5010.797341,2,2,2,5,3,4,4,4,1,0,0,0,1,0,1,0
"3782",1,40,9710.42,12.7476,11,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,204.9634,5563.392672,3,3,5,3,3,3,3,2,1,0,0,1,0,0,1,0
"3783",2,33,16470.19,10.05697,14,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,217.484,6006.905316,3,4,5,5,4,4,3,2,0,0,0,0,1,0,1,0
"3784",3,42,34084.03,9.269101,7,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0,232.624,6739.19212,3,4,4,4,3,3,6,4,1,0,1,0,0,0,0,0
"3785",0,23,12587.71,8.21878,12,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,164.9715,5579.15458,5,5,3,2,3,4,5,4,0,0,1,0,0,0,0,0
"3786",3,26,55959.96,6.266123,5,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,117.4835,4893.99719,5,4,4,4,4,4,4,4,0,0,0,0,1,0,0,1
"3787",4,84,15431.03,13.93978,11,3,0,0,1,0,0,0,0,1,1,1,0,1,0,0,194.9699,4164.277154,4,4,5,3,3,4,2,3,0,1,0,0,1,0,1,0
"3788",0,52,11609.43,10.20567,14,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,79.97886,4345.907298,4,3,3,3,4,4,5,4,1,0,0,0,0,0,0,1
"3789",1,29,87107.32,8.49259,11,2,1,1,1,0,1,0,0,0,1,1,1,0,1,0,162.4713,5419.934519,5,5,4,4,4,4,4,3,0,1,0,1,0,0,1,0
"3790",3,67,43915.77,9.413829,5,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,210.127,5688.676981,4,4,4,4,2,3,4,5,0,0,0,0,1,0,1,0
"3791",1,80,30844.7,6.324142,6,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,192.4567,5733.035422,2,3,3,3,4,2,3,3,0,1,0,0,1,0,1,0
"3792",0,75,60136.7,8.938938,6,2,0,1,1,1,1,1,0,0,0,0,1,1,1,0,220.1149,5894.516764,3,3,2,3,2,4,3,4,0,1,0,1,1,0,0,0
"3793",0,76,53468.72,11.24818,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,112.4551,5766.913605,4,4,4,3,3,2,3,3,0,0,0,1,0,1,1,0
"3794",1,89,84596.35,8.402222,10,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,124.9643,5796.999774,2,2,3,2,4,3,3,2,0,1,1,0,0,0,1,0
"3795",1,57,16649.73,6.824724,11,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,127.482,4862.320826,3,3,4,3,4,3,1,4,1,0,0,1,0,0,1,0
"3796",0,47,42617.19,8.850749,14,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,114.9838,5466.37029,3,3,3,5,3,2,3,4,0,1,0,0,0,0,0,1
"3797",1,41,25656.47,10.77254,12,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,172.4404,6503.984053,2,3,4,3,4,3,2,4,0,1,0,0,1,0,0,0
"3798",1,68,75171.75,5.960738,8,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,177.4945,5942.048606,5,4,5,4,5,4,4,5,0,1,0,0,0,0,0,0
"3799",9,63,52391.66,3.362308,17,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,179.9794,6178.61031,5,4,3,3,4,3,5,3,1,0,0,0,0,0,1,0
"3800",3,40,31780.88,7.779367,14,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,169.9447,4529.909678,3,4,2,3,2,4,4,4,0,1,0,0,1,0,1,0
"3801",1,25,27052.82,12.05531,11,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,147.4421,5082.031319,2,3,3,5,4,3,3,2,0,1,1,0,1,0,1,0
"3802",2,61,23672.57,15.46065,14,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,124.9781,4594.835502,2,3,2,5,3,5,3,3,1,0,0,1,1,0,1,0
"3803",0,83,54073.62,11.16039,11,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,194.9768,5270.685618,7,6,5,3,5,5,3,5,1,0,0,0,0,0,1,0
"3804",0,70,9901.11,9.49165,7,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,225.1457,6502.025208,3,2,4,3,4,2,4,3,0,0,1,0,0,0,0,0
"3805",3,24,56591.47,7.924796,15,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,162.4538,6300.056458,2,3,3,2,5,2,2,2,0,1,0,0,1,0,0,0
"3806",9,60,10521.06,5.310665,11,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,184.967,5948.856328,5,4,4,3,3,4,3,5,0,0,0,1,0,0,1,0
"3807",1,38,44828.91,8.501293,6,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,192.4404,3894.441976,3,4,4,4,2,3,3,3,1,0,0,0,0,0,1,0
"3808",4,79,25315.11,12.11202,12,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,172.4555,4695.750395,3,3,3,4,2,3,4,2,0,0,1,0,1,0,1,0
"3809",2,81,56875.65,7.536421,11,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,162.447,6322.708205,4,5,3,4,2,4,4,6,0,0,0,1,0,0,0,0
"3810",4,78,38792.69,9.050694,20,3,0,0,1,1,1,0,0,1,0,1,0,1,1,0,162.447,5431.15051,3,4,3,4,4,3,3,4,1,0,0,1,0,0,0,0
"3811",2,22,26451.48,9.17938,10,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,119.9568,6655.981104,3,2,3,3,4,2,1,3,0,0,0,0,1,0,0,0
"3812",1,57,36374.44,9.099766,16,2,0,0,0,0,1,0,1,1,0,0,1,1,1,0,232.6228,6187.029956,5,5,4,3,3,4,5,3,1,0,0,0,0,0,1,0
"3813",9,77,124735.8,7.238898,13,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,265.1283,5276.196262,4,5,4,5,3,4,3,4,1,0,0,1,1,0,1,0
"3814",0,54,22871.91,9.241893,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,207.4673,4642.032276,5,4,3,4,5,4,4,3,0,1,0,1,1,0,1,0
"3815",7,43,37989.78,6.088598,11,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,164.9647,6709.021998,5,4,4,3,4,4,3,2,0,1,0,0,1,0,0,0
"3816",1,85,36987.9,14.85701,9,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,105.011,3950.92899,3,3,3,4,3,3,4,3,1,0,0,1,0,0,0,1
"3817",2,75,29161.86,12.09365,14,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,252.624,5903.302417,2,3,2,3,4,2,3,2,0,0,0,0,1,0,1,0
"3818",1,51,87206.32,12.65671,10,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,152.5022,5460.921432,4,4,3,3,5,3,3,4,0,0,0,0,0,0,0,1
"3819",3,60,52354.35,4.939062,13,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,130.0064,6017.570291,3,4,4,3,5,2,4,2,0,0,0,0,1,0,0,1
"3820",2,34,34352.36,7.470028,16,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,139.9875,4899.179172,2,4,3,3,4,2,3,3,1,0,0,0,0,0,0,0
"3821",8,27,57922.83,12.67625,9,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,184.9634,6641.027483,4,3,3,4,4,3,3,2,1,0,0,0,1,0,0,0
"3822",2,60,51591.16,15.17395,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,124.9781,5981.238779,5,4,5,4,4,5,4,3,0,0,0,1,1,0,1,0
"3823",2,45,14253.48,9.941965,10,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,242.6281,5610.672962,5,4,5,5,2,6,5,3,1,0,0,1,1,0,1,0
"3824",3,21,14474.74,15.72313,11,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,200.1323,6769.093084,4,4,4,4,3,3,3,3,1,0,0,0,1,0,0,0
"3825",7,76,81311.64,13.93608,13,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,152.4798,5385.903276,4,4,3,4,1,3,4,5,0,0,0,1,1,0,1,0
"3826",0,71,13044.82,13.76037,12,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,139.9816,5559.919752,4,4,6,5,3,3,5,2,0,0,0,0,1,0,0,1
"3827",1,46,24925.09,10.20264,10,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,182.4433,5296.312677,4,4,4,4,4,4,4,4,1,0,1,0,1,0,0,0
"3828",0,31,28229.96,8.910387,10,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,92.5018,4226.329148,3,2,5,2,4,2,2,2,1,0,1,0,0,0,0,1
"3829",4,57,28554.11,9.52118,12,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,114.9728,5769.179556,4,4,3,5,3,4,3,2,0,1,0,0,1,0,1,0
"3830",2,75,7503.93,12.05761,11,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,232.6228,4726.095224,4,4,3,3,3,3,3,3,0,1,0,0,0,0,1,0
"3831",3,85,104931.3,7.620545,14,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,275.1336,4315.04425,4,5,4,1,5,6,4,6,1,0,0,1,1,0,1,0
"3832",6,34,15548.43,10.80098,12,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,124.9607,5921.61952,4,4,3,4,3,4,4,4,0,0,1,0,1,0,0,0
"3833",0,79,23513.42,11.21728,16,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,149.9621,5057.818142,3,2,3,3,4,3,3,4,0,1,0,0,0,0,1,0
"3834",3,79,60196.97,8.320959,13,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,184.9496,5200.564235,4,4,4,3,3,4,5,4,0,1,0,1,1,0,0,0
"3835",1,25,30352.63,9.34142,13,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,192.4705,6015.544544,3,4,3,5,4,3,4,3,1,0,0,0,1,0,1,0
"3836",0,61,60511.95,12.13357,15,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,137.4392,5248.831273,5,4,4,5,4,5,4,5,0,0,0,1,0,0,1,0
"3837",3,75,21198.04,15.29214,14,2,1,0,1,0,1,1,0,0,1,0,1,1,0,0,252.6378,5248.280009,4,4,3,4,1,4,4,4,1,0,0,1,1,0,1,0
"3838",1,35,36965.48,10.02068,12,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,182.4608,5662.285046,4,3,3,3,3,3,4,3,1,0,0,0,1,0,1,0
"3839",3,62,38139.38,12.64941,10,2,0,0,1,0,1,1,1,0,0,0,1,1,1,0,210.1563,5854.565694,3,3,4,3,5,3,3,4,1,0,0,0,1,0,0,1
"3840",0,39,46605.04,4.815435,17,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,160.0122,5566.008454,4,4,4,4,3,4,4,3,0,0,0,1,1,0,0,1
"3841",1,24,43152.51,10.96828,11,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,94.97283,6315.438306,3,3,3,5,3,6,4,3,0,1,0,1,1,0,0,0
"3842",1,20,64212.33,12.25402,14,3,0,0,1,0,1,0,0,1,1,1,0,1,1,1,174.9699,5003.406744,3,3,5,4,3,3,3,4,1,0,0,0,1,0,0,0
"3843",4,78,12958.97,13.15864,14,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,220.1185,6283.625527,4,3,3,3,4,4,3,3,0,1,0,0,0,0,1,0
"3844",0,87,57937.88,10.13562,18,2,0,0,0,0,1,1,1,1,0,1,0,0,1,0,150.007,5489.048081,4,4,2,4,2,5,3,5,0,1,0,1,0,0,0,1
"3845",1,39,44565.15,8.432151,11,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,139.9979,5747.351224,3,3,2,1,5,3,3,3,1,0,0,0,1,0,0,1
"3846",0,64,30466.06,8.669616,12,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,242.6281,6237.268861,3,4,3,3,3,5,4,4,0,0,0,0,0,0,1,0
"3847",0,40,9389.63,12.15902,14,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,265.1283,5803.879938,3,4,3,3,3,4,4,6,0,1,0,0,1,0,1,0
"3848",5,79,13663.98,12.57414,12,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,152.466,5611.443086,2,4,3,3,4,3,4,4,0,1,1,0,0,0,1,0
"3849",0,25,51295.85,4.289739,14,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,107.482,5247.947941,2,2,3,4,2,2,4,3,0,1,0,0,0,0,0,0
"3850",1,69,38343.18,13.03,9,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,174.9768,6023.00098,5,5,5,2,4,3,2,3,1,0,0,0,1,0,0,0
"3851",6,60,3308.31,9.696143,11,3,0,1,1,0,0,0,0,1,1,1,1,0,1,0,184.967,5663.31815,3,3,3,3,5,2,3,5,0,0,0,0,1,0,1,0
"3852",6,19,28887.1,13.04317,13,3,1,0,1,1,1,0,1,1,1,1,0,0,1,0,130.0244,4596.831004,4,4,4,2,5,2,3,3,0,0,0,0,1,0,0,1
"3853",0,64,16836.27,6.238726,13,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,169.9447,4727.689294,3,4,3,5,3,4,4,3,1,0,0,0,0,0,1,0
"3854",4,28,67999.24,8.564499,10,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,127.525,5929.012302,4,1,3,3,4,2,2,2,1,0,0,0,0,0,0,1
"3855",0,80,3328.23,14.90964,16,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,232.624,5155.317217,5,4,5,3,4,4,4,4,1,0,0,1,1,0,0,0
"3856",1,55,47824.43,4.446464,10,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,174.9755,5620.564008,5,4,4,3,3,4,4,4,0,1,0,0,1,0,1,0
"3857",7,33,82263.4,10.6619,12,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,129.9778,5646.886372,2,3,3,4,3,3,4,3,1,0,1,0,1,0,0,0
"3858",3,74,22610.64,10.04493,11,3,0,0,0,0,1,1,0,1,1,0,1,1,1,1,275.1336,6268.031469,4,6,4,4,3,4,4,4,0,0,0,0,1,0,1,0
"3859",2,34,30369.33,8.580033,13,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,124.9781,4946.826952,5,3,3,2,3,3,3,5,1,0,0,0,1,0,1,0
"3860",0,70,9416.77,11.68265,15,3,0,0,1,1,0,1,0,0,1,0,1,1,1,1,232.6378,6155.213641,3,3,3,2,4,4,3,5,0,0,0,0,1,0,0,0
